tid,cls,row,col
44,0,199,155
44,0,200,215
44,0,202,104
44,0,204,70
44,0,205,87
44,0,205,99
44,0,206,16
44,0,206,78
44,0,207,182
44,0,208,169
44,0,212,132
44,0,212,252
44,0,213,200
44,0,214,150
44,0,214,198
44,0,215,137
44,0,216,127
44,0,216,220
44,0,216,222
44,0,217,0
44,0,217,170
44,0,217,175
44,0,218,157
44,0,219,101
44,0,219,116
44,0,220,155
44,0,222,37
44,0,222,118
44,0,224,63
44,0,224,146
44,0,225,106
44,0,225,115
44,0,225,169
44,0,226,23
44,0,228,41
44,0,228,137
44,0,229,153
44,0,230,184
44,0,231,103
44,0,233,162
44,0,233,172
44,0,237,207
44,0,238,1
44,0,238,152
44,0,238,159
44,0,240,155
44,0,241,136
44,0,242,159
44,0,244,78
44,0,246,1
44,0,246,34
44,0,247,7
44,0,248,164
44,0,249,129
44,0,250,157
44,0,251,88
44,0,251,119
44,0,251,182
44,0,251,201
44,0,252,129
44,0,252,188
45,0,0,63
45,0,5,77
45,0,5,153
45,0,6,114
45,0,6,209
45,0,9,136
45,0,11,81
45,0,12,194
45,0,13,114
45,0,16,126
45,0,17,137
45,0,20,115
45,0,22,142
45,0,24,148
45,0,24,251
45,0,27,217
45,0,28,203
45,0,30,108
45,0,31,93
45,0,31,180
45,0,32,164
45,0,33,2
45,0,37,45
45,0,37,208
45,0,38,17
45,0,39,167
45,0,39,178
45,0,50,246
45,0,50,249
45,0,52,118
45,0,52,125
45,0,59,96
45,0,60,141
45,0,61,14
45,0,68,117
45,0,69,192
45,0,73,92
45,0,73,219
45,0,75,49
45,0,75,53
45,0,75,84
45,0,76,149
45,0,77,85
45,0,77,88
45,0,77,91
45,0,77,210
45,0,77,237
45,0,79,176
45,0,82,157
45,0,83,72
45,0,85,41
45,0,85,251
45,0,86,13
45,0,87,66
45,0,87,124
45,0,90,20
45,0,90,87
45,0,91,32
45,0,94,188
45,0,94,240
45,0,97,114
45,0,97,116
45,0,97,125
45,0,98,198
45,0,99,113
45,0,100,54
45,0,101,91
45,0,102,90
45,0,102,154
45,0,102,186
45,0,104,140
45,0,106,112
45,0,107,161
45,0,109,220
45,0,110,138
45,0,110,243
45,0,111,54
45,0,111,114
45,0,112,153
45,0,114,69
45,0,114,90
45,0,114,106
45,0,114,146
45,0,114,196
45,0,115,74
45,0,117,117
45,0,119,53
45,0,121,56
45,0,121,58
45,0,121,98
45,0,121,230
45,0,122,104
45,0,122,159
45,0,124,97
45,0,124,141
45,0,124,171
45,0,126,82
45,0,126,237
45,0,128,154
45,0,128,180
45,0,130,99
45,0,130,207
45,0,130,227
45,0,133,113
45,0,136,13
45,0,137,176
45,0,138,91
45,0,138,185
45,0,140,170
45,0,142,206
45,0,144,163
45,0,145,65
45,0,145,130
45,0,147,87
45,0,147,108
45,0,147,204
45,0,148,119
45,0,150,142
45,0,151,157
45,0,151,186
45,0,152,42
45,0,152,89
45,0,152,158
45,0,153,164
45,0,158,61
45,0,158,105
45,0,160,110
45,0,162,108
45,0,162,204
45,0,163,226
45,0,164,126
45,0,165,124
45,0,166,107
45,0,167,11
45,0,167,138
45,0,169,13
45,0,169,34
45,0,169,245
45,0,170,139
45,0,171,69
45,0,171,112
45,0,174,247
45,0,175,48
45,0,175,142
45,0,176,88
45,0,176,221
45,0,176,241
45,0,177,78
45,0,180,173
45,0,181,57
45,0,181,65
45,0,181,116
45,0,182,1
45,0,183,140
45,0,184,119
45,0,184,195
45,0,185,95
45,0,186,93
45,0,188,59
45,0,188,113
45,0,191,49
45,0,192,59
45,0,192,125
45,0,193,208
45,0,195,154
45,0,196,67
45,0,197,22
45,0,199,30
45,0,201,157
45,0,202,49
45,0,202,164
45,0,203,75
45,0,203,161
45,0,204,165
45,0,204,223
45,0,205,113
45,0,206,116
45,0,207,149
45,0,207,154
45,0,208,123
45,0,209,26
45,0,209,101
45,0,210,53
45,0,211,152
45,0,212,55
45,0,213,175
45,0,215,174
45,0,215,213
45,0,216,164
45,0,217,154
45,0,219,23
45,0,220,137
45,0,221,45
45,0,221,160
45,0,221,164
45,0,222,162
45,0,223,38
45,0,223,163
45,0,225,169
45,0,225,171
45,0,225,192
45,0,226,132
45,0,227,9
45,0,227,58
45,0,227,138
45,0,229,102
45,0,231,72
45,0,231,104
45,0,238,91
45,0,239,78
45,0,241,29
45,0,241,56
45,0,241,59
45,0,243,141
45,0,244,100
45,0,247,20
45,0,247,138
45,0,249,138
45,0,250,184
45,0,251,59
45,0,251,121
45,0,252,108
45,0,255,90
45,0,255,117
46,0,3,46
46,0,4,174
46,0,4,250
46,0,14,221
46,0,15,58
46,0,16,32
46,0,17,151
46,0,17,245
46,0,20,55
46,0,21,188
46,0,23,66
46,0,25,88
46,0,31,229
46,0,35,142
46,0,36,64
46,0,36,125
46,0,37,135
46,0,39,156
46,0,42,25
46,0,45,253
46,0,47,232
46,0,49,122
46,0,54,17
46,0,54,191
46,0,55,65
46,0,56,175
46,0,58,4
46,0,59,199
46,0,63,52
46,0,63,159
46,0,64,25
46,0,64,119
46,0,67,236
46,0,71,23
46,0,72,154
46,0,74,86
46,0,74,228
46,0,75,29
46,0,75,142
46,0,76,13
46,0,77,95
46,0,77,184
46,0,82,209
46,0,83,185
46,0,85,111
46,0,85,176
46,0,85,249
46,0,87,137
46,0,90,41
46,0,91,230
46,0,93,219
46,0,95,199
46,0,96,145
46,0,97,136
46,0,98,196
46,0,102,135
46,0,102,215
46,0,102,251
46,0,103,146
46,0,106,93
46,0,108,56
46,0,110,59
46,0,112,73
46,0,113,150
46,0,113,211
46,0,114,81
46,0,117,27
46,0,117,212
46,0,118,61
46,0,123,46
46,0,123,76
46,0,125,44
46,0,125,84
46,0,129,29
46,0,129,194
46,0,131,184
46,0,134,78
46,0,135,234
46,0,136,33
46,0,137,216
46,0,139,24
46,0,140,101
46,0,141,73
46,0,145,131
46,0,147,209
46,0,150,144
46,0,159,182
46,0,160,41
46,0,161,178
46,0,163,199
46,0,164,158
46,0,173,56
46,0,177,176
46,0,177,191
46,0,180,218
46,0,182,139
46,0,186,178
46,0,187,121
46,0,187,207
46,0,192,231
46,0,195,146
46,0,197,211
46,0,200,54
46,0,200,183
46,0,202,140
46,0,204,154
46,0,205,53
46,0,205,181
46,0,206,87
46,0,213,233
46,0,213,239
46,0,214,131
46,0,216,181
46,0,219,222
46,0,221,151
46,0,221,161
46,0,225,17
46,0,229,31
46,0,229,115
46,0,229,228
46,0,230,236
46,0,232,107
46,0,232,171
46,0,235,113
46,0,243,29
46,0,248,200
46,0,249,124
46,0,253,120
46,0,254,16
47,0,1,136
47,0,8,27
47,0,9,106
47,0,14,241
47,0,17,79
47,0,17,230
47,0,18,203
47,0,23,71
47,0,23,101
47,0,26,192
47,0,28,112
47,0,35,156
47,0,36,73
47,0,40,223
47,0,43,156
47,0,46,17
47,0,49,34
47,0,50,152
47,0,50,168
47,0,52,57
47,0,55,106
47,0,59,8
47,0,59,122
47,0,60,123
47,0,61,139
47,0,61,186
47,0,64,135
47,0,64,213
47,0,69,38
47,0,71,153
47,0,73,93
47,0,80,248
47,0,81,26
47,0,81,213
47,0,83,63
47,0,85,87
47,0,92,168
47,0,95,231
47,0,98,94
47,0,97,123
47,0,98,63
47,0,99,2
47,0,99,109
47,0,102,186
47,0,106,61
47,0,106,80
47,0,106,155
47,0,106,196
47,0,107,62
47,0,108,23
47,0,110,118
47,0,114,173
47,0,115,15
47,0,115,120
47,0,116,46
47,0,119,103
47,0,123,207
47,0,124,141
47,0,129,119
47,0,129,178
47,0,131,40
47,0,135,117
47,0,140,84
47,0,141,18
47,0,145,179
47,0,151,87
47,0,153,121
47,0,155,22
47,0,161,6
47,0,161,45
47,0,161,66
47,0,171,18
47,0,172,47
47,0,172,139
47,0,173,146
47,0,173,221
47,0,173,254
47,0,174,107
47,0,175,156
47,0,176,1
47,0,177,70
47,0,177,92
47,0,178,223
47,0,179,47
47,0,185,8
47,0,186,85
47,0,191,57
47,0,195,9
47,0,197,10
47,0,199,50
47,0,200,146
47,0,202,56
47,0,202,242
47,0,205,51
47,0,205,76
47,0,206,0
47,0,207,81
47,0,207,169
47,0,209,166
47,0,212,28
47,0,217,62
47,0,221,12
47,0,228,252
47,0,229,117
47,0,229,152
47,0,231,57
47,0,241,136
47,0,241,234
47,0,243,33
47,0,244,193
47,0,244,238
47,0,250,27
47,0,251,16
47,0,251,197
47,0,254,25
47,0,254,91
48,0,3,211
48,0,5,241
48,0,6,179
48,0,8,28
48,0,14,169
48,0,17,208
48,0,18,248
48,0,21,234
48,0,22,242
48,0,24,94
48,0,26,26
48,0,26,39
48,0,26,93
48,0,29,175
48,0,29,254
48,0,34,210
48,0,36,5
48,0,40,238
48,0,41,62
48,0,41,190
48,0,49,206
48,0,55,179
48,0,59,203
48,0,63,170
48,0,64,15
48,0,68,183
48,0,69,163
48,0,73,221
48,0,76,222
48,0,80,250
48,0,85,237
48,0,90,203
48,0,92,183
48,0,93,223
48,0,111,47
48,0,112,81
48,0,113,142
48,0,121,217
48,0,122,231
48,0,123,137
48,0,123,240
48,0,124,242
48,0,126,171
48,0,128,200
48,0,131,240
48,0,133,235
48,0,135,180
48,0,136,193
48,0,140,241
48,0,142,202
48,0,145,194
48,0,147,199
48,0,150,139
48,0,153,196
48,0,153,219
48,0,155,187
48,0,156,238
48,0,161,161
48,0,166,167
48,0,171,190
48,0,172,151
48,0,175,204
48,0,177,190
48,0,183,72
48,0,188,230
48,0,197,88
48,0,204,30
48,0,206,94
48,0,206,158
48,0,207,132
48,0,207,205
48,0,210,140
48,0,210,199
48,0,210,217
48,0,217,75
48,0,218,219
48,0,218,248
48,0,219,180
48,0,219,199
48,0,220,252
48,0,221,244
48,0,225,196
48,0,226,135
48,0,230,169
48,0,234,195
48,0,236,203
48,0,243,159
48,0,243,175
48,0,255,5
49,0,7,139
49,0,7,199
49,0,11,16
49,0,11,147
49,0,16,161
49,0,17,125
49,0,18,98
49,0,22,96
49,0,22,174
49,0,23,230
49,0,24,107
49,0,24,144
49,0,26,41
49,0,26,178
49,0,27,25
49,0,27,155
49,0,35,175
49,0,35,206
49,0,36,91
49,0,36,123
49,0,38,254
49,0,40,67
49,0,41,118
49,0,42,43
49,0,43,213
49,0,45,57
49,0,45,114
49,0,45,119
49,0,48,208
49,0,51,163
49,0,51,220
49,0,52,143
49,0,53,10
49,0,53,186
49,0,56,104
49,0,56,201
49,0,60,154
49,0,62,39
49,0,63,79
49,0,64,80
49,0,65,15
49,0,65,115
49,0,67,188
49,0,69,157
49,0,74,165
49,0,77,186
49,0,78,221
49,0,79,93
49,0,80,191
49,0,80,209
49,0,81,66
49,0,82,118
49,0,83,149
49,0,85,152
49,0,86,229
49,0,87,94
49,0,87,121
49,0,87,212
49,0,88,33
49,0,89,70
49,0,89,109
49,0,90,16
49,0,91,229
49,0,94,119
49,0,95,92
49,0,95,189
49,0,98,192
49,0,101,77
49,0,101,200
49,0,103,202
49,0,105,153
49,0,106,139
49,0,106,230
49,0,107,135
49,0,112,30
49,0,112,111
49,0,114,169
49,0,114,213
49,0,115,239
49,0,116,211
49,0,117,117
49,0,117,203
49,0,118,198
49,0,119,156
49,0,119,176
49,0,120,2
49,0,120,70
49,0,120,116
49,0,122,138
49,0,122,156
49,0,123,122
49,0,124,36
49,0,124,118
49,0,127,29
49,0,129,111
49,0,129,187
49,0,130,85
49,0,130,93
49,0,132,90
49,0,135,55
49,0,140,51
49,0,141,50
49,0,143,17
49,0,143,127
49,0,145,42
49,0,145,134
49,0,146,129
49,0,146,182
49,0,153,39
49,0,155,68
49,0,156,74
49,0,159,19
49,0,164,15
49,0,165,191
49,0,168,179
49,0,171,146
49,0,172,111
49,0,174,7
49,0,176,9
49,0,177,101
49,0,177,145
49,0,178,29
49,0,179,178
49,0,179,254
49,0,180,112
49,0,183,125
49,0,184,26
49,0,190,91
49,0,190,141
49,0,192,249
49,0,193,18
49,0,196,103
49,0,198,38
49,0,199,52
49,0,200,144
49,0,206,121
49,0,208,69
49,0,210,35
49,0,212,35
49,0,213,158
49,0,219,73
49,0,220,10
49,0,224,69
49,0,225,58
49,0,230,131
49,0,232,246
49,0,234,174
49,0,237,198
49,0,238,183
49,0,241,106
49,0,244,138
49,0,246,127
49,0,247,203
49,0,249,40
49,0,250,36
49,0,250,81
49,0,253,178
50,0,2,203
50,0,4,120
50,0,6,107
50,0,8,211
50,0,9,75
50,0,9,77
50,0,10,51
50,0,10,190
50,0,13,188
50,0,14,182
50,0,25,30
50,0,25,90
50,0,25,114
50,0,25,172
50,0,31,254
50,0,32,169
50,0,33,73
50,0,33,84
50,0,37,120
50,0,38,172
50,0,38,224
50,0,40,94
50,0,42,40
50,0,43,111
50,0,46,33
50,0,47,79
50,0,49,223
50,0,50,11
50,0,51,55
50,0,56,188
50,0,60,235
50,0,61,202
50,0,63,232
50,0,67,68
50,0,68,40
50,0,73,235
50,0,75,190
50,0,76,172
50,0,78,19
50,0,84,126
50,0,87,40
50,0,88,137
50,0,90,76
50,0,91,198
50,0,93,181
50,0,93,195
50,0,95,145
50,0,97,105
50,0,98,239
50,0,99,130
50,0,100,72
50,0,100,154
50,0,101,48
50,0,102,32
50,0,103,245
50,0,105,67
50,0,105,143
50,0,106,192
50,0,107,30
50,0,108,72
50,0,110,40
50,0,113,14
50,0,113,215
50,0,113,239
50,0,115,224
50,0,116,196
50,0,117,43
50,0,117,215
50,0,118,92
50,0,119,97
50,0,119,238
50,0,120,29
50,0,120,141
50,0,121,132
50,0,121,157
50,0,123,29
50,0,123,241
50,0,126,208
50,0,127,81
50,0,128,154
50,0,131,60
50,0,131,94
50,0,133,126
50,0,134,180
50,0,136,68
50,0,137,140
50,0,137,186
50,0,141,18
50,0,142,102
50,0,142,174
50,0,144,140
50,0,144,155
50,0,145,13
50,0,145,142
50,0,146,174
50,0,147,48
50,0,147,209
50,0,148,74
50,0,149,61
50,0,149,67
50,0,149,201
50,0,151,200
50,0,152,145
50,0,152,254
50,0,153,105
50,0,154,153
50,0,154,167
50,0,155,119
50,0,157,48
50,0,157,203
50,0,158,200
50,0,158,252
50,0,159,33
50,0,159,199
50,0,164,110
50,0,164,218
50,0,165,84
50,0,165,186
50,0,165,211
50,0,166,105
50,0,166,133
50,0,167,50
50,0,167,204
50,0,167,243
50,0,169,11
50,0,169,117
50,0,170,34
50,0,170,64
50,0,172,166
50,0,173,86
50,0,175,18
50,0,175,21
50,0,176,217
50,0,178,221
50,0,180,235
50,0,181,123
50,0,182,73
50,0,183,177
50,0,184,120
50,0,184,248
50,0,187,239
50,0,189,88
50,0,189,131
50,0,190,114
50,0,190,211
50,0,191,47
50,0,192,67
50,0,193,49
50,0,194,197
50,0,196,247
50,0,197,135
50,0,200,121
50,0,200,134
50,0,201,77
50,0,201,190
50,0,201,215
50,0,202,140
50,0,202,252
50,0,204,55
50,0,205,154
50,0,206,246
50,0,207,74
50,0,209,121
50,0,209,245
50,0,210,228
50,0,211,46
50,0,212,205
50,0,213,69
50,0,215,127
50,0,217,208
50,0,219,162
50,0,220,209
50,0,221,124
50,0,221,196
50,0,222,76
50,0,225,3
50,0,227,62
50,0,227,165
50,0,227,170
50,0,227,210
50,0,228,96
50,0,231,35
50,0,231,196
50,0,232,28
50,0,233,117
50,0,233,160
50,0,234,91
50,0,235,216
50,0,236,59
50,0,237,86
50,0,237,207
50,0,241,82
50,0,243,194
50,0,246,161
50,0,246,251
50,0,248,207
50,0,250,40
50,0,250,42
50,0,251,81
50,0,251,192
50,0,251,201
50,0,252,103
50,0,253,196
50,0,254,1
50,0,255,234
51,0,0,24
51,0,1,38
51,0,0,96
51,0,2,101
51,0,4,100
51,0,5,35
51,0,7,198
51,0,10,53
51,0,15,138
51,0,17,15
51,0,19,8
51,0,19,152
51,0,22,244
51,0,23,109
51,0,25,64
51,0,26,79
51,0,36,101
51,0,38,10
51,0,38,132
51,0,49,84
51,0,49,111
51,0,49,219
51,0,50,78
51,0,51,31
51,0,52,220
51,0,55,56
51,0,55,150
51,0,56,154
51,0,56,242
51,0,61,64
51,0,62,84
51,0,63,131
51,0,69,0
51,0,71,81
51,0,75,200
51,0,76,50
51,0,76,177
51,0,77,33
51,0,80,143
51,0,82,60
51,0,83,111
51,0,83,118
51,0,83,156
51,0,85,166
51,0,86,109
51,0,86,117
51,0,87,86
51,0,91,123
51,0,93,231
51,0,94,123
51,0,94,229
51,0,97,215
51,0,97,254
51,0,98,54
51,0,98,242
51,0,99,52
51,0,99,108
51,0,100,45
51,0,100,61
51,0,101,64
51,0,101,150
51,0,102,28
51,0,103,208
51,0,104,218
51,0,105,114
51,0,105,229
51,0,106,79
51,0,106,143
51,0,107,140
51,0,108,118
51,0,109,35
51,0,110,100
51,0,115,70
51,0,120,147
51,0,121,213
51,0,122,95
51,0,123,89
51,0,124,120
51,0,125,169
51,0,125,255
51,0,126,31
51,0,126,79
51,0,127,138
51,0,128,240
51,0,130,148
51,0,130,251
51,0,131,52
51,0,131,189
51,0,132,177
51,0,134,79
51,0,134,106
51,0,134,155
51,0,134,219
51,0,136,89
51,0,136,119
51,0,136,237
51,0,139,175
51,0,139,192
51,0,142,152
51,0,142,155
51,0,142,161
51,0,146,179
51,0,147,253
51,0,149,19
51,0,152,101
51,0,152,139
51,0,152,142
51,0,152,203
51,0,154,180
51,0,155,50
51,0,155,132
51,0,156,127
51,0,156,237
51,0,157,55
51,0,158,40
51,0,158,236
51,0,159,148
51,0,159,239
51,0,163,45
51,0,163,205
51,0,164,101
51,0,164,235
51,0,165,139
51,0,168,241
51,0,171,122
51,0,171,192
51,0,172,61
51,0,173,69
51,0,173,115
51,0,174,6
51,0,174,113
51,0,177,116
51,0,178,72
51,0,179,70
51,0,179,189
51,0,182,144
51,0,182,189
51,0,185,37
51,0,185,54
51,0,186,165
51,0,187,85
51,0,189,46
51,0,189,82
51,0,189,97
51,0,189,101
51,0,191,33
51,0,192,32
51,0,197,131
51,0,197,183
51,0,198,109
51,0,199,150
51,0,200,14
51,0,201,30
51,0,201,39
51,0,202,6
51,0,202,78
51,0,203,36
51,0,205,140
51,0,206,126
51,0,207,56
51,0,207,191
51,0,208,158
51,0,210,64
51,0,211,146
51,0,212,6
51,0,212,44
51,0,213,86
51,0,214,151
51,0,216,38
51,0,216,100
51,0,216,148
51,0,217,72
51,0,217,108
51,0,218,186
51,0,220,27
51,0,220,90
51,0,221,180
51,0,225,143
51,0,228,222
51,0,230,86
51,0,230,186
51,0,232,19
51,0,232,55
51,0,236,73
51,0,239,203
51,0,241,175
51,0,242,29
51,0,243,9
51,0,253,226
51,0,254,218
52,0,0,91
52,0,0,106
52,0,0,154
52,0,0,218
52,0,2,153
52,0,3,100
52,0,4,7
52,0,6,14
52,0,6,242
52,0,8,74
52,0,11,65
52,0,12,90
52,0,12,103
52,0,16,23
52,0,17,64
52,0,19,61
52,0,19,208
52,0,21,252
52,0,21,255
52,0,23,223
52,0,27,91
52,0,28,238
52,0,30,70
52,0,31,186
52,0,34,70
52,0,35,60
52,0,36,182
52,0,37,238
52,0,38,56
52,0,39,201
52,0,40,76
52,0,41,183
52,0,41,209
52,0,43,91
52,0,44,2
52,0,44,12
52,0,44,17
52,0,45,4
52,0,45,135
52,0,45,217
52,0,51,82
52,0,52,66
52,0,56,176
52,0,57,25
52,0,58,226
52,0,59,52
52,0,60,210
52,0,61,226
52,0,62,2
52,0,62,71
52,0,62,106
52,0,63,79
52,0,65,86
52,0,65,119
52,0,65,177
52,0,67,136
52,0,72,57
52,0,72,65
52,0,74,50
52,0,75,255
52,0,77,147
52,0,77,218
52,0,79,129
52,0,81,83
52,0,81,158
52,0,82,52
52,0,82,95
52,0,82,232
52,0,84,213
52,0,86,26
52,0,88,222
52,0,90,110
52,0,92,216
52,0,94,89
52,0,97,84
52,0,100,34
52,0,103,244
52,0,104,35
52,0,104,79
52,0,104,81
52,0,105,16
52,0,105,216
52,0,106,90
52,0,106,142
52,0,107,24
52,0,107,35
52,0,108,25
52,0,109,133
52,0,110,251
52,0,111,1
52,0,111,55
52,0,112,40
52,0,114,62
52,0,115,185
52,0,116,91
52,0,116,197
52,0,117,9
52,0,119,13
52,0,121,151
52,0,122,203
52,0,122,251
52,0,123,86
52,0,125,236
52,0,130,4
52,0,130,31
52,0,135,241
52,0,137,225
52,0,138,205
52,0,145,116
52,0,146,201
52,0,152,61
52,0,152,246
52,0,154,150
52,0,157,32
52,0,159,108
52,0,160,46
52,0,163,196
52,0,165,187
52,0,166,163
52,0,168,228
52,0,169,30
52,0,174,110
52,0,174,219
52,0,175,1
52,0,175,27
52,0,176,85
52,0,177,61
52,0,178,167
52,0,182,155
52,0,184,43
52,0,184,45
52,0,186,107
52,0,190,254
52,0,192,168
52,0,196,130
52,0,197,174
52,0,198,186
52,0,199,253
52,0,202,108
52,0,204,43
52,0,208,37
52,0,209,22
52,0,209,111
52,0,211,43
52,0,211,88
52,0,212,112
52,0,217,88
52,0,219,72
52,0,220,223
52,0,227,8
52,0,230,14
52,0,231,216
52,0,236,121
52,0,237,66
52,0,237,210
52,0,240,51
52,0,240,135
52,0,243,213
52,0,244,52
52,0,254,140
52,0,255,85
53,0,0,99
53,0,0,202
53,0,7,200
53,0,7,210
53,0,9,207
53,0,25,96
53,0,26,20
53,0,27,214
53,0,29,216
53,0,29,251
53,0,34,184
53,0,35,254
53,0,37,83
53,0,38,112
53,0,39,174
53,0,42,108
53,0,43,33
53,0,46,248
53,0,47,86
53,0,51,219
53,0,53,57
53,0,53,135
53,0,54,184
53,0,56,73
53,0,56,106
53,0,57,33
53,0,66,218
53,0,69,103
53,0,69,231
53,0,71,113
53,0,73,40
53,0,74,37
53,0,74,46
53,0,74,77
53,0,76,98
53,0,76,119
53,0,80,18
53,0,81,192
53,0,83,49
53,0,84,145
53,0,88,34
53,0,90,75
53,0,92,35
53,0,93,99
53,0,94,41
53,0,95,144
53,0,103,15
53,0,107,25
53,0,107,204
53,0,110,169
53,0,112,94
53,0,116,68
53,0,119,229
53,0,121,153
53,0,122,229
53,0,125,6
53,0,133,79
53,0,133,130
53,0,134,86
53,0,134,152
53,0,139,138
53,0,139,155
53,0,140,86
53,0,141,13
53,0,142,17
53,0,144,92
53,0,144,108
53,0,147,231
53,0,151,59
53,0,153,125
53,0,153,181
53,0,156,180
53,0,157,91
53,0,157,181
53,0,158,144
53,0,162,181
53,0,163,75
53,0,167,73
53,0,167,104
53,0,168,181
53,0,172,104
53,0,172,238
53,0,175,164
53,0,177,116
53,0,177,172
53,0,179,238
53,0,185,120
53,0,188,47
53,0,190,80
53,0,200,95
53,0,201,166
53,0,202,147
53,0,204,53
53,0,205,203
53,0,206,74
53,0,211,52
53,0,211,112
53,0,212,96
53,0,219,103
53,0,219,133
53,0,221,202
53,0,228,116
53,0,232,183
53,0,232,202
53,0,234,192
53,0,235,196
53,0,236,179
53,0,242,98
53,0,243,175
53,0,243,180
53,0,245,237
53,0,248,150
53,0,249,49
53,0,251,127
53,0,251,144
53,0,253,122
53,0,253,173
53,0,253,196
53,0,254,178
53,0,254,192
53,0,255,9
53,0,255,132
54,0,4,139
54,0,6,149
54,0,6,219
54,0,6,247
54,0,8,6
54,0,10,48
54,0,12,201
54,0,14,2
54,0,16,6
54,0,18,2
54,0,19,218
54,0,20,206
54,0,20,220
54,0,21,127
54,0,23,242
54,0,26,137
54,0,26,151
54,0,27,16
54,0,27,147
54,0,31,154
54,0,32,37
54,0,32,164
54,0,35,77
54,0,36,192
54,0,36,251
54,0,36,253
54,0,38,231
54,0,42,220
54,0,44,161
54,0,45,138
54,0,46,173
54,0,47,156
54,0,48,243
54,0,49,42
54,0,53,36
54,0,55,64
54,0,58,137
54,0,58,157
54,0,59,156
54,0,60,253
54,0,61,68
54,0,61,189
54,0,63,181
54,0,65,159
54,0,68,130
54,0,68,221
54,0,69,67
54,0,70,113
54,0,70,210
54,0,71,69
54,0,72,71
54,0,73,216
54,0,74,48
54,0,74,201
54,0,76,169
54,0,76,181
54,0,77,146
54,0,77,228
54,0,78,241
54,0,79,117
54,0,79,209
54,0,80,65
54,0,81,248
54,0,82,79
54,0,84,197
54,0,84,234
54,0,84,247
54,0,85,153
54,0,86,187
54,0,86,247
54,0,89,160
54,0,89,187
54,0,90,194
54,0,92,56
54,0,92,114
54,0,93,96
54,0,93,245
54,0,94,177
54,0,94,197
54,0,96,174
54,0,96,197
54,0,97,223
54,0,99,84
54,0,99,236
54,0,101,140
54,0,101,225
54,0,103,181
54,0,104,53
54,0,105,97
54,0,106,12
54,0,106,196
54,0,107,85
54,0,108,81
54,0,108,214
54,0,109,143
54,0,109,231
54,0,110,102
54,0,111,108
54,0,112,217
54,0,113,10
54,0,114,111
54,0,115,124
54,0,115,144
54,0,115,218
54,0,118,51
54,0,120,139
54,0,120,176
54,0,121,3
54,0,121,160
54,0,123,153
54,0,123,166
54,0,123,170
54,0,125,126
54,0,127,45
54,0,127,207
54,0,129,22
54,0,129,82
54,0,129,175
54,0,130,208
54,0,131,228
54,0,133,187
54,0,133,228
54,0,136,46
54,0,140,124
54,0,141,185
54,0,142,30
54,0,143,99
54,0,145,124
54,0,146,1
54,0,147,130
54,0,148,191
54,0,152,240
54,0,153,118
54,0,154,104
54,0,154,222
54,0,155,70
54,0,156,140
54,0,156,174
54,0,157,219
54,0,160,211
54,0,163,43
54,0,163,209
54,0,163,220
54,0,164,130
54,0,165,100
54,0,165,138
54,0,165,168
54,0,165,178
54,0,165,190
54,0,166,107
54,0,166,128
54,0,167,2
54,0,168,70
54,0,169,249
54,0,172,46
54,0,172,153
54,0,172,164
54,0,173,135
54,0,177,201
54,0,178,222
54,0,180,154
54,0,186,81
54,0,188,100
54,0,190,84
54,0,193,149
54,0,193,156
54,0,196,138
54,0,196,218
54,0,196,225
54,0,197,59
54,0,198,66
54,0,200,238
54,0,202,168
54,0,204,143
54,0,205,243
54,0,207,37
54,0,209,243
54,0,211,125
54,0,211,183
54,0,212,18
54,0,212,57
54,0,214,155
54,0,215,128
54,0,220,162
54,0,225,102
54,0,231,80
54,0,231,205
54,0,231,251
54,0,235,34
54,0,235,121
54,0,240,60
54,0,244,171
54,0,244,203
54,0,247,176
54,0,252,147
54,0,253,193
54,0,253,231
54,0,254,142
55,0,1,21
55,0,3,235
55,0,5,51
55,0,6,168
55,0,8,24
55,0,8,108
55,0,9,10
55,0,9,236
55,0,10,102
55,0,10,251
55,0,11,54
55,0,11,146
55,0,12,8
55,0,12,47
55,0,13,32
55,0,14,192
55,0,15,144
55,0,17,130
55,0,18,83
55,0,18,85
55,0,18,239
55,0,19,36
55,0,22,21
55,0,22,33
55,0,24,228
55,0,24,247
55,0,26,17
55,0,26,94
55,0,26,224
55,0,27,151
55,0,30,120
55,0,32,106
55,0,32,127
55,0,33,59
55,0,34,79
55,0,35,62
55,0,36,119
55,0,36,244
55,0,39,12
55,0,39,222
55,0,40,101
55,0,40,171
55,0,43,81
55,0,43,164
55,0,45,60
55,0,45,113
55,0,46,38
55,0,46,91
55,0,49,151
55,0,54,169
55,0,54,236
55,0,54,239
55,0,55,167
55,0,56,83
55,0,56,222
55,0,58,26
55,0,60,77
55,0,61,58
55,0,62,34
55,0,62,54
55,0,66,91
55,0,66,143
55,0,68,106
55,0,68,148
55,0,70,88
55,0,71,209
55,0,72,86
55,0,73,235
55,0,77,192
55,0,78,59
55,0,78,146
55,0,78,244
55,0,79,86
55,0,79,219
55,0,80,32
55,0,82,124
55,0,82,196
55,0,83,129
55,0,87,183
55,0,90,41
55,0,91,58
55,0,91,161
55,0,92,86
55,0,94,238
55,0,95,20
55,0,99,74
55,0,99,85
55,0,99,110
55,0,104,32
55,0,105,17
55,0,106,153
55,0,107,40
55,0,110,50
55,0,112,47
55,0,114,53
55,0,114,242
